report_type,title,narrative,site,activity,location,occurred_at,reporter_name,gold_sif,gold_lsr,split
UNSAFE_ACT,Potential serious injury precursor,Technician climbed onto an elevated platform without a harness to inspect equipment.,Site D (Drilling Rig),Working at Height,process structure platform,2026-04-07T16:00:00,Shift Supervisor,HIGH,Working at Height,test
INCIDENT,Potential serious injury precursor,"Permit close-out comment: Electrician started work on a control panel before confirming it was de-energized, receiving a minor shock from a live wire Equipment tag referenced in the PTW package.",Site D (Drilling Rig),Electrical Work,switchgear room,2026-05-19T16:00:00,HSE Officer,HIGH,Energy Isolation,val
NEAR_MISS,Potential serious injury precursor,Worker walked beneath a suspended load during a lifting operation to retrieve a dropped tool.,Site B (Pipeline Corridor),Lifting Operation,crane lift zone,2026-04-28T05:00:00,Contractor,HIGH,Line of Fire,train
NEAR_MISS,High-risk near miss,"Supervisor walkdown recorded that A valve believed to be isolated was found still partly open when the technician began removing its actuator, releasing a small amount of process fluid Observed during morning toolbox talk follow-up.",Site E (Terminal),Pipeline Maintenance,actuator removal point,2026-04-02T05:00:00,Field Technician,HIGH,Energy Isolation,train
UNSAFE_CONDITION,Minor safety observation,Faded lane markings were observed on a low-traffic internal access road; reported for repainting during the next resurfacing cycle.,Site B (Pipeline Corridor),Driving / Vehicle Movement,internal access road,2026-03-01T22:00:00,Field Technician,LOW,Driving,val
NEAR_MISS,Critical safety observation,"Permit close-out comment: Ground crew were repositioning a suspended module when the tag line parted, swinging the load toward two workers who stepped clear just in time Equipment tag referenced in the PTW package.",Site A (Upstream E&P),Lifting Operation,module lift area,2026-06-12T21:00:00,Contractor,HIGH,Line of Fire,train
UNSAFE_CONDITION,Routine safety observation,"Lift plan was documented and reviewed, rigging equipment was inspected beforehand, and the exclusion zone was fully enforced during the lift.",Site E (Terminal),Lifting Operation,crane lift area,2026-07-05T02:00:00,Contractor,NON_SIF,Safe Mechanical Lifting,train
UNSAFE_CONDITION,Minor safety observation,"A work permit was correctly signed, but the copy posted at the job site was a slightly outdated revision; the actual work scope matched the valid permit on file.",Site C (Gas Processing),General Maintenance,job site noticeboard,2026-04-17T22:00:00,HSE Officer,LOW,Work Authorization,train
NEAR_MISS,Safety concern requiring follow-up,"Supervisor walkdown recorded that Welding screens were used to control sparks, but a small gap at the base of one screen was only noticed and closed partway through the job Observed during morning toolbox talk follow-up.",Site D (Drilling Rig),Hot Work,process area near tank farm,2026-04-13T09:00:00,Contractor,MEDIUM,Hot Work,test
NEAR_MISS,Safety concern requiring follow-up,Permit close-out comment: A worker briefly unclipped a fall-arrest lanyard to reposition along a narrow platform before re-clipping to the next anchor point a few steps later Equipment tag referenced in the PTW package.,Site B (Pipeline Corridor),Working at Height,elevated walkway,2026-05-02T04:00:00,Field Technician,MEDIUM,Working at Height,test
UNSAFE_CONDITION,Safety concern requiring follow-up,Permit close-out comment: Work continued for roughly ten minutes after the permit's listed end time before the crew noticed and stopped to have it renewed Equipment tag referenced in the PTW package.,Site A (Upstream E&P),General Maintenance,process unit,2026-05-27T10:00:00,Operator,MEDIUM,Work Authorization,test
NEAR_MISS,Critical safety observation,Permit close-out comment: A light vehicle lost traction on a graded haul road and slid toward the road edge before the driver regained control Equipment tag referenced in the PTW package.,Site C (Gas Processing),Driving / Vehicle Movement,haul road,2026-03-20T15:00:00,Shift Supervisor,HIGH,Driving,train
NEAR_MISS,Safety concern requiring follow-up,"Supervisor walkdown recorded that Wind speed approached the crane's rated operating limit partway through a lift, and the lift was paused only after already being underway Observed during morning toolbox talk follow-up.",Site D (Drilling Rig),Lifting Operation,crane pad,2026-03-18T20:00:00,Contractor,MEDIUM,Safe Mechanical Lifting,train
UNSAFE_ACT,High-risk near miss,Permit close-out comment: Operator bypassed the high-pressure trip alarm to keep the unit running during startup Equipment tag referenced in the PTW package.,Site B (Pipeline Corridor),General Maintenance,control room,2026-02-17T12:00:00,Contractor,HIGH,Bypassing Safety Controls,train
UNSAFE_CONDITION,High-risk near miss,A scaffold guardrail section had been temporarily removed for material handling and was not reinstated before the next shift began work on that level.,Site A (Upstream E&P),Working at Height,scaffold level 3,2026-03-19T03:00:00,HSE Officer,HIGH,Working at Height,val
UNSAFE_ACT,High-risk near miss,Worker bypassed the lockout procedure to save time and started disassembling the compressor while it was still isolated only partially.,Site D (Drilling Rig),General Maintenance,compressor skid,2026-03-07T05:00:00,Operator,HIGH,Energy Isolation,val
NEAR_MISS,Safety concern requiring follow-up,"Permit close-out comment: A hot work permit was issued and a fire watch posted, but the gas test was performed slightly outside the actual radius of the welding point Equipment tag referenced in the PTW package.",Site D (Drilling Rig),Hot Work,fabrication bay,2026-05-01T23:00:00,Operator,MEDIUM,Hot Work,train
UNSAFE_CONDITION,Minor administrative item,"A temporary bypass of a non-critical alarm was authorized, time-limited, logged in the shift log, and removed exactly as scheduled.",Site A (Upstream E&P),General Maintenance,control room,2026-02-16T15:00:00,Contractor,NON_SIF,Bypassing Safety Controls,test
UNSAFE_CONDITION,Routine safety observation,Spill kit inventory check was completed for the month with all items accounted for and in good condition.,Site B (Pipeline Corridor),General Maintenance,spill response locker,2026-07-15T06:00:00,Shift Supervisor,NON_SIF,No applicable rule,train
NEAR_MISS,High-risk near miss,Welding was carried out near an open drum of solvent without a fire watch or a gas test.,Site C (Gas Processing),Hot Work,maintenance workshop,2026-05-07T16:00:00,Shift Supervisor,HIGH,Hot Work,train
NEAR_MISS,Critical safety observation,Permit close-out comment: A multi-point lift proceeded with one sling rated below the calculated load after a last-minute equipment substitution was not re-checked against the lift plan Equipment tag referenced in the PTW package.,Site A (Upstream E&P),Lifting Operation,module lift zone,2026-04-23T19:00:00,Shift Supervisor,HIGH,Safe Mechanical Lifting,train
UNSAFE_CONDITION,Good practice observed,Supervisor walkdown recorded that An employee raised a general concern about workload during a shift handover meeting; no physical hazard described Observed during morning toolbox talk follow-up.,Site D (Drilling Rig),General Maintenance,shift handover point,2026-08-13T13:00:00,Contractor,NON_SIF,No applicable rule,train
UNSAFE_CONDITION,Good practice observed,"Supervisor walkdown recorded that Double block-and-bleed isolation was applied, verified independently by two technicians, and logged on the permit before the exchanger head was removed Observed during morning toolbox talk follow-up.",Site D (Drilling Rig),General Maintenance,heat exchanger bay,2026-06-06T15:00:00,HSE Officer,NON_SIF,Energy Isolation,val
NEAR_MISS,Near miss - review recommended,"Minor slip on a wet floor near a stairwell railing, no injury.",Site A (Upstream E&P),General Maintenance,stairwell landing,2026-06-22T02:00:00,HSE Officer,MEDIUM,Working at Height,test
UNSAFE_CONDITION,Routine safety observation,"Hot work permit was issued, gas test confirmed clear, and a dedicated fire watch was posted for the full duration of the welding.",Site D (Drilling Rig),Hot Work,fabrication yard,2026-04-06T22:00:00,Field Technician,NON_SIF,Hot Work,val
UNSAFE_CONDITION,Routine safety observation,Supervisor walkdown recorded that Weekly fire extinguisher inspection was completed with all units found in date and correctly charged Observed during morning toolbox talk follow-up.,Site D (Drilling Rig),General Maintenance,process unit,2026-05-05T02:00:00,Field Technician,NON_SIF,No applicable rule,train
UNSAFE_CONDITION,High-risk near miss,"Permit close-out comment: The permit for the confined space entry had expired an hour earlier, but the crew continued working inside the vessel Equipment tag referenced in the PTW package.",Site D (Drilling Rig),Confined Space Entry,separator vessel,2026-07-30T19:00:00,Field Technician,HIGH,Confined Space,train
UNSAFE_CONDITION,Barrier verification gap,Permit close-out comment: Permit had expired but the crew continued working on the equipment for another hour before noticing Equipment tag referenced in the PTW package.,Site A (Upstream E&P),General Maintenance,compressor building,2026-06-03T08:00:00,Maintenance Engineer,MEDIUM,Work Authorization,train
NEAR_MISS,Safety concern requiring follow-up,"A worker's harness lanyard was found unclipped for a brief period while repositioning on the scaffold, then reconnected immediately.",Site D (Drilling Rig),Working at Height,scaffold platform level 2,2026-08-14T14:00:00,Maintenance Engineer,MEDIUM,Working at Height,train
UNSAFE_CONDITION,Barrier verification gap,Supervisor walkdown recorded that Work continued for roughly ten minutes after the permit's listed end time before the crew noticed and stopped to have it renewed Observed during morning toolbox talk follow-up.,Site B (Pipeline Corridor),General Maintenance,process unit,2026-03-07T21:00:00,Maintenance Engineer,MEDIUM,Work Authorization,test
NEAR_MISS,Near miss - review recommended,"Permit close-out comment: Gas testing was completed before entry, but the results were not re-verified after a 45-minute delay before the crew actually entered the vessel Equipment tag referenced in the PTW package.",Site A (Upstream E&P),Confined Space Entry,process vessel,2026-07-30T19:00:00,Operator,MEDIUM,Confined Space,train
UNSAFE_CONDITION,Minor administrative item,Supervisor walkdown recorded that Emergency shower and eyewash stations were checked and flushed as part of the monthly inspection with no faults found Observed during morning toolbox talk follow-up.,Site D (Drilling Rig),General Maintenance,process unit,2026-03-17T01:00:00,HSE Officer,NON_SIF,No applicable rule,train
UNSAFE_CONDITION,Minor safety observation,Supervisor walkdown recorded that Pressure gauge read slightly high during a routine isolation check; noted in the log for follow-up Observed during morning toolbox talk follow-up.,Site A (Upstream E&P),Pipeline Maintenance,manifold gauge panel,2026-07-06T04:00:00,Maintenance Engineer,LOW,Energy Isolation,train
UNSAFE_CONDITION,Good practice observed,Supervisor walkdown recorded that Scheduled vehicle pre-start inspection was completed with no defects found; vehicle cleared for the day's journeys Observed during morning toolbox talk follow-up.,Site D (Drilling Rig),Driving / Vehicle Movement,vehicle yard,2026-04-11T21:00:00,Shift Supervisor,NON_SIF,Driving,train
UNSAFE_CONDITION,Routine safety observation,"Work permit was reviewed, signed by the area authority, and displayed at the job site before work began; no issues noted.",Site D (Drilling Rig),General Maintenance,process unit,2026-03-09T14:00:00,HSE Officer,NON_SIF,Work Authorization,train
NEAR_MISS,Critical safety observation,"Supervisor walkdown recorded that Ground crew were repositioning a suspended module when the tag line parted, swinging the load toward two workers who stepped clear just in time Observed during morning toolbox talk follow-up.",Site A (Upstream E&P),Lifting Operation,module lift area,2026-07-07T20:00:00,Shift Supervisor,HIGH,Line of Fire,train
NEAR_MISS,Potential serious injury precursor,Supervisor walkdown recorded that Contractor entered a tank for inspection before the gas test was completed and the permit was signed Observed during morning toolbox talk follow-up.,Site A (Upstream E&P),Confined Space Entry,storage tank,2026-06-17T22:00:00,Shift Supervisor,HIGH,Confined Space,train
UNSAFE_CONDITION,Housekeeping item,Supervisor walkdown recorded that Handrail on a low internal staircase had slight surface rust noted during a routine walk-down; flagged for a future paint touch-up Observed during morning toolbox talk follow-up.,Site D (Drilling Rig),General Maintenance,internal staircase,2026-05-23T14:00:00,Shift Supervisor,LOW,Working at Height,train
NEAR_MISS,Safety concern requiring follow-up,"Gas testing was completed before entry, but the results were not re-verified after a 45-minute delay before the crew actually entered the vessel.",Site D (Drilling Rig),Confined Space Entry,process vessel,2026-06-25T11:00:00,Operator,MEDIUM,Confined Space,train
UNSAFE_CONDITION,Potential serious injury precursor,"A safety shower interlock on a chemical loading line was bypassed to speed up changeover, without documented authorization.",Site C (Gas Processing),General Maintenance,chemical loading bay,2026-07-18T03:00:00,Contractor,HIGH,Bypassing Safety Controls,val
NEAR_MISS,Barrier verification gap,Supervisor walkdown recorded that A worker's fall-arrest lanyard was connected to a handrail rather than a certified anchor point for part of a scaffold task Observed during morning toolbox talk follow-up.,Site C (Gas Processing),Working at Height,scaffold platform,2026-04-30T14:00:00,Shift Supervisor,MEDIUM,Working at Height,test
UNSAFE_CONDITION,Minor safety observation,"Supervisor walkdown recorded that A rigging inspection tag had a smudged date that was difficult to read, though the sling itself was confirmed within its inspection interval by the rigging register Observed during morning toolbox talk follow-up.",Site B (Pipeline Corridor),Lifting Operation,rigging yard,2026-07-02T19:00:00,Operator,LOW,Safe Mechanical Lifting,test
UNSAFE_CONDITION,Minor safety observation,A slightly worn isolation tag was replaced during a routine isolation-point audit; no active work was underway at the isolation point at the time.,Site D (Drilling Rig),General Maintenance,isolation point audit,2026-07-15T01:00:00,Shift Supervisor,LOW,Energy Isolation,train
UNSAFE_CONDITION,Minor administrative item,"Supervisor walkdown recorded that Crew maintained a safe distance from the suspended load throughout the lift, with the exclusion zone barricaded and supervised Observed during morning toolbox talk follow-up.",Site A (Upstream E&P),Lifting Operation,laydown yard,2026-04-12T22:00:00,HSE Officer,NON_SIF,Line of Fire,test
NEAR_MISS,High-risk near miss,Permit close-out comment: A worker entered a drained tank for a visual inspection while the standby attendant briefly left the entry point to retrieve additional equipment Equipment tag referenced in the PTW package.,Site C (Gas Processing),Confined Space Entry,storage tank manway,2026-04-08T07:00:00,Contractor,HIGH,Confined Space,train
UNSAFE_CONDITION,Minor safety observation,Supervisor walkdown recorded that A slightly worn isolation tag was replaced during a routine isolation-point audit; no active work was underway at the isolation point at the time Observed during morning toolbox talk follow-up.,Site A (Upstream E&P),General Maintenance,isolation point audit,2026-03-30T02:00:00,HSE Officer,LOW,Energy Isolation,train
INCIDENT,Potential serious injury precursor,Supervisor walkdown recorded that Technician felt dizzy shortly after entering a tank; gas test results were later found to have been recorded before ventilation was complete Observed during morning toolbox talk follow-up.,Site B (Pipeline Corridor),Confined Space Entry,process vessel,2026-06-04T10:00:00,Field Technician,HIGH,Confined Space,train
UNSAFE_ACT,Potential serious injury precursor,Permit close-out comment: Worker bypassed the lockout procedure to save time and started disassembling the compressor while it was still isolated only partially Equipment tag referenced in the PTW package.,Site B (Pipeline Corridor),General Maintenance,compressor skid,2026-06-01T22:00:00,Field Technician,HIGH,Energy Isolation,val
NEAR_MISS,Safety concern requiring follow-up,"Permit close-out comment: Tag line was not used during a moderate lift, causing the load to sway slightly near ground crew who stepped back in time Equipment tag referenced in the PTW package.",Site A (Upstream E&P),Lifting Operation,laydown area,2026-07-16T16:00:00,Operator,MEDIUM,Safe Mechanical Lifting,test
UNSAFE_CONDITION,Good practice observed,Supervisor walkdown recorded that Pre-tour safety meeting confirmed all rig floor personnel positions before pipe handling began; operation proceeded without incident Observed during morning toolbox talk follow-up.,Site D (Drilling Rig),Drilling Operations,rig floor,2026-05-21T00:00:00,Shift Supervisor,NON_SIF,Line of Fire,train
NEAR_MISS,Critical safety observation,"Supervisor walkdown recorded that Rig floor crew handled a stand of drill pipe without confirming the derrickman's readiness signal, causing a brief swing of the pipe near ground crew Observed during morning toolbox talk follow-up.",Site D (Drilling Rig),Drilling Operations,rig floor,2026-04-25T01:00:00,Shift Supervisor,HIGH,Line of Fire,train
UNSAFE_CONDITION,Minor administrative item,Supervisor walkdown recorded that Maintenance crew applied LOTO correctly and verified zero energy before opening the valve for scheduled maintenance. No issues noted Observed during morning toolbox talk follow-up.,Site A (Upstream E&P),Pipeline Maintenance,valve station,2026-05-15T13:00:00,Shift Supervisor,NON_SIF,Energy Isolation,test
UNSAFE_CONDITION,High-risk near miss,Supervisor walkdown recorded that A scaffold guardrail section had been temporarily removed for material handling and was not reinstated before the next shift began work on that level Observed during morning toolbox talk follow-up.,Site D (Drilling Rig),Working at Height,scaffold level 3,2026-03-30T09:00:00,Shift Supervisor,HIGH,Working at Height,val
UNSAFE_CONDITION,Good practice observed,"The lift plan, rigging certification, and exclusion zone were all verified by the lift supervisor immediately before the crane began the pick.",Site C (Gas Processing),Lifting Operation,crane lift area,2026-08-07T23:00:00,Field Technician,NON_SIF,Safe Mechanical Lifting,val
NEAR_MISS,Near miss - review recommended,Supervisor walkdown recorded that LOTO tags were applied but the isolation point was never physically verified with a zero-energy check before valve removal began Observed during morning toolbox talk follow-up.,Site C (Gas Processing),Pipeline Maintenance,valve manifold,2026-07-04T13:00:00,HSE Officer,MEDIUM,Energy Isolation,val
NEAR_MISS,Near miss - review recommended,"Permit close-out comment: A worker briefly entered the exclusion zone near rotating equipment to retrieve a dropped glove, then stepped back out immediately Equipment tag referenced in the PTW package.",Site B (Pipeline Corridor),General Maintenance,rotating equipment area,2026-06-18T22:00:00,Field Technician,MEDIUM,Line of Fire,test
NEAR_MISS,Barrier verification gap,Permit close-out comment: A worker leaned into the swing radius of an operating excavator for a few seconds to shout an instruction before stepping back to a safe distance Equipment tag referenced in the PTW package.,Site B (Pipeline Corridor),General Maintenance,excavation area,2026-06-08T04:00:00,Maintenance Engineer,MEDIUM,Line of Fire,train
NEAR_MISS,Near miss - review recommended,"The confined-space entry permit listed an incorrect vessel number, although the vessel actually entered had in fact been gas-tested and isolated beforehand.",Site D (Drilling Rig),Confined Space Entry,separator vessel,2026-04-04T04:00:00,Shift Supervisor,MEDIUM,Confined Space,train
UNSAFE_ACT,High-risk near miss,Supervisor walkdown recorded that Technician climbed onto an elevated platform without a harness to inspect equipment Observed during morning toolbox talk follow-up.,Site A (Upstream E&P),Working at Height,process structure platform,2026-06-13T13:00:00,HSE Officer,HIGH,Working at Height,test
UNSAFE_ACT,Barrier verification gap,A driver briefly checked a text message at a stop sign before continuing the journey on the site access road.,Site E (Terminal),Driving / Vehicle Movement,site access road,2026-04-17T15:00:00,Operator,MEDIUM,Driving,test
UNSAFE_CONDITION,Minor administrative item,Supervisor walkdown recorded that Housekeeping issue: cardboard boxes were left blocking a fire extinguisher cabinet in the warehouse. Corrected immediately Observed during morning toolbox talk follow-up.,Site E (Terminal),General Maintenance,warehouse,2026-04-22T19:00:00,Contractor,NON_SIF,No applicable rule,test
UNSAFE_ACT,Critical safety observation,Supervisor walkdown recorded that Operator bypassed the high-pressure trip alarm to keep the unit running during startup Observed during morning toolbox talk follow-up.,Site A (Upstream E&P),General Maintenance,control room,2026-04-20T11:00:00,Operator,HIGH,Bypassing Safety Controls,train
UNSAFE_CONDITION,Routine safety observation,Supervisor walkdown recorded that A signboard with faded paint was reported near the main gate and scheduled for repainting Observed during morning toolbox talk follow-up.,Site B (Pipeline Corridor),General Maintenance,main gate,2026-05-08T02:00:00,Maintenance Engineer,NON_SIF,No applicable rule,train
UNSAFE_CONDITION,Routine safety observation,Employee mentioned the word 'fall' while describing a decline in the site's monthly safety scores during a toolbox talk.,Site C (Gas Processing),General Maintenance,toolbox talk area,2026-06-05T10:00:00,Maintenance Engineer,NON_SIF,No applicable rule,test
UNSAFE_CONDITION,Minor safety observation,"A minor drip from a pressure gauge fitting was noted during a routine walk-down, well below the alarm threshold; logged for the next inspection.",Site D (Drilling Rig),General Maintenance,gauge panel,2026-07-13T09:00:00,Operator,LOW,Energy Isolation,train
UNSAFE_ACT,Critical safety observation,Worker entered the confined space without a standby attendant posted at the entry point.,Site E (Terminal),Confined Space Entry,vessel manway,2026-04-12T18:00:00,HSE Officer,HIGH,Confined Space,train
UNSAFE_CONDITION,Critical safety observation,"Interlock was defeated to allow the pump to run with the guard open, exposing the coupling.",Site D (Drilling Rig),General Maintenance,pump house,2026-06-13T20:00:00,Maintenance Engineer,HIGH,Bypassing Safety Controls,train
UNSAFE_CONDITION,Barrier verification gap,"Permit close-out comment: A low-level alarm was silenced during a known sensor fault, with a manual round-the-clock check substituted, but the substitute check was missed for one shift Equipment tag referenced in the PTW package.",Site C (Gas Processing),General Maintenance,control room,2026-03-18T12:00:00,Shift Supervisor,MEDIUM,Bypassing Safety Controls,val
UNSAFE_CONDITION,Housekeeping item,"Supervisor walkdown recorded that Damaged floor tile noticed near the canteen entrance; low foot traffic area, no one nearby, flagged for repair Observed during morning toolbox talk follow-up.",Site B (Pipeline Corridor),General Maintenance,canteen entrance,2026-06-06T11:00:00,Field Technician,LOW,No applicable rule,val
UNSAFE_ACT,Potential serious injury precursor,Supervisor walkdown recorded that Worker bypassed the lockout procedure to save time and started disassembling the compressor while it was still isolated only partially Observed during morning toolbox talk follow-up.,Site B (Pipeline Corridor),General Maintenance,compressor skid,2026-02-15T22:00:00,Maintenance Engineer,HIGH,Energy Isolation,val
NEAR_MISS,Potential serious injury precursor,"Permit close-out comment: Vehicle skidded on a wet access road after exceeding the site speed limit, narrowly avoiding a ditch Equipment tag referenced in the PTW package.",Site B (Pipeline Corridor),Driving / Vehicle Movement,access road,2026-05-13T11:00:00,Maintenance Engineer,HIGH,Driving,train
UNSAFE_CONDITION,Minor administrative item,New contractor completed the site safety induction and PPE fitting before being escorted to the work area by the site host.,Site E (Terminal),General Maintenance,site induction room,2026-03-16T02:00:00,HSE Officer,NON_SIF,No applicable rule,test
UNSAFE_CONDITION,Minor administrative item,"A hot work permit, continuous gas monitoring and a fully equipped fire watch with an extinguisher were all in place for the entire duration of the cutting job.",Site A (Upstream E&P),Hot Work,pipe fabrication yard,2026-07-15T00:00:00,Operator,NON_SIF,Hot Work,train
UNSAFE_ACT,Safety concern requiring follow-up,Driver was using a mobile phone while driving between well sites on the access road.,Site B (Pipeline Corridor),Driving / Vehicle Movement,site access road,2026-06-08T23:00:00,Operator,MEDIUM,Driving,train
NEAR_MISS,Critical safety observation,A multi-point lift proceeded with one sling rated below the calculated load after a last-minute equipment substitution was not re-checked against the lift plan.,Site E (Terminal),Lifting Operation,module lift zone,2026-06-15T04:00:00,Shift Supervisor,HIGH,Safe Mechanical Lifting,train
UNSAFE_CONDITION,Unclear report - needs review,A worker mentioned feeling uneasy about an upcoming task during a toolbox talk but did not describe what specifically felt unsafe.,Site A (Upstream E&P),General Maintenance,toolbox talk area,2026-03-02T13:00:00,Contractor,REVIEW,No applicable rule,train
UNSAFE_CONDITION,Housekeeping item,"Supervisor walkdown recorded that An alarm-bypass tag from a previous, already-completed authorized test was found still attached to a panel; the underlying alarm itself was confirmed active Observed during morning toolbox talk follow-up.",Site E (Terminal),General Maintenance,instrument panel,2026-07-11T12:00:00,Shift Supervisor,LOW,Bypassing Safety Controls,val
NEAR_MISS,Potential serious injury precursor,Supervisor walkdown recorded that A multi-point lift proceeded with one sling rated below the calculated load after a last-minute equipment substitution was not re-checked against the lift plan Observed during morning toolbox talk follow-up.,Site B (Pipeline Corridor),Lifting Operation,module lift zone,2026-07-22T11:00:00,Maintenance Engineer,HIGH,Safe Mechanical Lifting,train
UNSAFE_CONDITION,Near miss - review recommended,Work continued for roughly ten minutes after the permit's listed end time before the crew noticed and stopped to have it renewed.,Site E (Terminal),General Maintenance,process unit,2026-06-27T05:00:00,Maintenance Engineer,MEDIUM,Work Authorization,test
NEAR_MISS,Safety concern requiring follow-up,"Permit close-out comment: A worker's harness lanyard was found unclipped for a brief period while repositioning on the scaffold, then reconnected immediately Equipment tag referenced in the PTW package.",Site D (Drilling Rig),Working at Height,scaffold platform level 2,2026-03-25T00:00:00,Field Technician,MEDIUM,Working at Height,train
NEAR_MISS,Barrier verification gap,"Supervisor walkdown recorded that Tag line was not used during a moderate lift, causing the load to sway slightly near ground crew who stepped back in time Observed during morning toolbox talk follow-up.",Site E (Terminal),Lifting Operation,laydown area,2026-05-04T03:00:00,Shift Supervisor,MEDIUM,Safe Mechanical Lifting,test
UNSAFE_CONDITION,Minor administrative item,Supervisor walkdown recorded that A spill of a small amount of water from a leaking tap was reported in the break room and mopped up promptly Observed during morning toolbox talk follow-up.,Site C (Gas Processing),General Maintenance,break room,2026-04-03T09:00:00,HSE Officer,NON_SIF,No applicable rule,train
UNSAFE_CONDITION,Minor safety observation,A fire extinguisher tag at a hot work location showed an inspection date three days overdue; the extinguisher itself was full and functional and was swapped immediately.,Site C (Gas Processing),Hot Work,welding bay,2026-03-26T11:00:00,HSE Officer,LOW,Hot Work,train
UNSAFE_CONDITION,High-risk near miss,"Supervisor walkdown recorded that A contractor began hot-tapping a live line under a permit that had actually been issued for a different, unrelated task Observed during morning toolbox talk follow-up.",Site C (Gas Processing),Pipeline Maintenance,live tie-in point,2026-05-23T01:00:00,HSE Officer,HIGH,Work Authorization,train
NEAR_MISS,Near miss - review recommended,A pipe spool being lowered onto the pipe rack swung briefly toward a worker who was still inside the marked exclusion zone finishing an unrelated task.,Site B (Pipeline Corridor),Lifting Operation,pipe rack area,2026-03-07T18:00:00,Maintenance Engineer,MEDIUM,Line of Fire,train
NEAR_MISS,Near miss - review recommended,"Permit close-out comment: A relief valve was assumed to have vented residual pressure fully, but no confirmatory bleed-down check was performed before the flange bolts were loosened Equipment tag referenced in the PTW package.",Site E (Terminal),Pipeline Maintenance,flange near pressure vessel,2026-04-01T13:00:00,Maintenance Engineer,MEDIUM,Energy Isolation,train
UNSAFE_CONDITION,Housekeeping item,A scaffold inspection tag showed the next-due date was two days away; the scaffold itself passed a visual check with no defects noted.,Site A (Upstream E&P),Working at Height,scaffold platform,2026-04-15T02:00:00,Contractor,LOW,Working at Height,train
NEAR_MISS,Near miss - review recommended,"Supervisor walkdown recorded that A relief valve was assumed to have vented residual pressure fully, but no confirmatory bleed-down check was performed before the flange bolts were loosened Observed during morning toolbox talk follow-up.",Site C (Gas Processing),Pipeline Maintenance,flange near pressure vessel,2026-02-26T06:00:00,Contractor,MEDIUM,Energy Isolation,train
NEAR_MISS,Barrier verification gap,"Isolation was applied and tagged, but the zero-energy verification step was skipped because the pressure gauge was already reading close to zero.",Site A (Upstream E&P),Pipeline Maintenance,manifold isolation point,2026-07-24T17:00:00,Contractor,MEDIUM,Energy Isolation,test
NEAR_MISS,Safety concern requiring follow-up,"Permit close-out comment: Isolation was applied and tagged, but the zero-energy verification step was skipped because the pressure gauge was already reading close to zero Equipment tag referenced in the PTW package.",Site D (Drilling Rig),Pipeline Maintenance,manifold isolation point,2026-04-23T00:00:00,Shift Supervisor,MEDIUM,Energy Isolation,test
UNSAFE_CONDITION,Minor administrative item,Toolbox talk was held before the shift and all attendees signed the safety briefing register; no concerns raised.,Site A (Upstream E&P),General Maintenance,muster point,2026-07-03T05:00:00,Maintenance Engineer,NON_SIF,No applicable rule,val
NEAR_MISS,Potential serious injury precursor,Supervisor walkdown recorded that Grinding work generated sparks near an area where flammable vapours were later confirmed present Observed during morning toolbox talk follow-up.,Site A (Upstream E&P),Hot Work,process area near tank farm,2026-05-26T23:00:00,Operator,HIGH,Hot Work,train
NEAR_MISS,Near miss - review recommended,Permit close-out comment: A worker's fall-arrest lanyard was connected to a handrail rather than a certified anchor point for part of a scaffold task Equipment tag referenced in the PTW package.,Site A (Upstream E&P),Working at Height,scaffold platform,2026-06-03T01:00:00,Operator,MEDIUM,Working at Height,test
UNSAFE_CONDITION,Housekeeping item,"Supervisor walkdown recorded that Loose cable tie found on walkway, no one nearby, corrected on the spot Observed during morning toolbox talk follow-up.",Site E (Terminal),General Maintenance,site walkway,2026-03-26T20:00:00,HSE Officer,LOW,Working at Height,train
UNSAFE_CONDITION,Minor administrative item,Supervisor walkdown recorded that Crew completed a positive observation card noting good use of PPE and correct barricading during a routine maintenance task Observed during morning toolbox talk follow-up.,Site D (Drilling Rig),General Maintenance,process unit,2026-06-30T01:00:00,Maintenance Engineer,NON_SIF,No applicable rule,train
NEAR_MISS,High-risk near miss,Permit close-out comment: Crane lift proceeded without a documented lift plan and the exclusion zone was not established Equipment tag referenced in the PTW package.,Site A (Upstream E&P),Lifting Operation,crane pad,2026-05-16T07:00:00,Operator,HIGH,Safe Mechanical Lifting,train
NEAR_MISS,Critical safety observation,Permit close-out comment: Technician opened a flange before confirming isolation. Residual pressure was released. No injury occurred Equipment tag referenced in the PTW package.,Site A (Upstream E&P),Pipeline Maintenance,flange near separator unit 3,2026-02-22T01:00:00,Field Technician,HIGH,Energy Isolation,test
NEAR_MISS,Potential serious injury precursor,Contractor removed a pressure gauge without confirming the line had been isolated; a small amount of residual gas was released.,Site E (Terminal),Pipeline Maintenance,gas metering skid,2026-03-12T04:00:00,Operator,HIGH,Energy Isolation,train
UNSAFE_CONDITION,Minor safety observation,Pressure gauge read slightly high during a routine isolation check; noted in the log for follow-up.,Site E (Terminal),Pipeline Maintenance,manifold gauge panel,2026-04-06T09:00:00,Field Technician,LOW,Energy Isolation,train
NEAR_MISS,Critical safety observation,Grinding work generated sparks near an area where flammable vapours were later confirmed present.,Site A (Upstream E&P),Hot Work,process area near tank farm,2026-07-31T06:00:00,Operator,HIGH,Hot Work,train
